a-dara-HEX-2:5|2:keto	154731463,154724039,146158722,146157937,146157565,146157284,146156887,146037861,146037392,146037149,146036979,145944436,145944434,145925779,145865167,145714523,145714509,145714470,145714356,145705936
a-dara-PEN-1:4	
a-dgal-HEX-1:4	
a-dgal-HEX-1:5	
a-dgal-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
a-dgal-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
a-dglc-HEX-1:4|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
a-dglc-HEX-1:5	
a-dglc-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
a-dglc-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
a-dgro-dgal-NON-2:6|1:a|2:keto|3:d	154827465,154827464,154827463,154827462,154827461,154827460,154827459,154827458,154827457,154827456,154827455,154827454,154827453,154827452,154827451,154827450,154827449,154827448,154827447,154827446
a-dido-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
a-dman-HEX-1:5	
a-dman-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
a-dman-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
a-dman-OCT-2:6|1:a|2:keto|3:d	154827465,154827464,154827463,154827462,154827461,154827460,154827459,154827458,154827457,154827456,154827455,154827454,154827453,154827452,154827451,154827450,154827449,154827448,154827447,154827446
a-dxyl-PEN-1:5	154572568,154572567,139292024,139291882,139209017,138397979,135804136,131751243,119057288,102224102,101709716,101699060,101699059,101677706,101677705,101677704,101677703,101631955,101631954,101631953
a-HEP-1:5	129900215,85470834,67205676,54164269,51351789,49792020,49792019,46878553,45480597,45480573,44153551,24212126,17379022,17377178,17376886,16404051,10041593,6471066,6443433,5317598
a-HEX-1:5	154825200,154825199,154815687,154788847,154785394,154783480,154775818,154762577,154762574,154762555,154760024,154730626,154729637,154721469,154721354,154721319,154721218,154720395,154719881,154719584
a-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
a-lara-PEN-1:4	135984698,135984684,135564925,134825125,134692794,131715543,131715542,131648254,131648253,129814423,122173045,119057287,102090456,102014213,101871852,101871851,101871850,101688696,101652534,101652533
a-lgal-HEX-1:5	154825200,154825199,154815687,154788847,154785394,154783480,154775818,154762577,154762574,154762555,154760024,154730626,154729637,154721469,154721354,154721319,154721218,154720395,154719881,154719584
a-lgal-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
a-lglc-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
a-lido-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
a-lman-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
a-lxyl-PEN-1:5	154572568,154572567,139292024,139291882,139209017,138397979,135804136,131751243,119057288,102224102,101709716,101699060,101699059,101677706,101677705,101677704,101677703,101631955,101631954,101631953
a-xgal-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
a-xglc-HEX-1:5	154825200,154825199,154815687,154788847,154785394,154783480,154775818,154762577,154762574,154762555,154760024,154730626,154729637,154721469,154721354,154721319,154721218,154720395,154719881,154719584
b-dara-HEX-2:5|2:keto	154731463,154724039,146158722,146157937,146157565,146157284,146156887,146037861,146037392,146037149,146036979,145944436,145944434,145925779,145865167,145714523,145714509,145714470,145714356,145705936
b-dara-HEX-2:6|2:keto	154731463,154724039,146158722,146157937,146157565,146157284,146156887,146037861,146037392,146037149,146036979,145944436,145944434,145925779,145865167,145714523,145714509,145714470,145714356,145705936
b-dgal-HEX-1:4	
b-dgal-HEX-1:5	
b-dgal-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
b-dglc-HEX-1:5	
b-dglc-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
b-dglc-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
b-dgro-dgal-NON-2:6|1:a|2:keto|3:d	154827465,154827464,154827463,154827462,154827461,154827460,154827459,154827458,154827457,154827456,154827455,154827454,154827453,154827452,154827451,154827450,154827449,154827448,154827447,154827446
b-dido-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
b-dman-HEX-1:5	
b-dman-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
b-dman-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
b-dman-OCT-2:6|1:a|2:keto|3:d	154827465,154827464,154827463,154827462,154827461,154827460,154827459,154827458,154827457,154827456,154827455,154827454,154827453,154827452,154827451,154827450,154827449,154827448,154827447,154827446
b-dxyl-PEN-1:5	17375680,5066260,5044928,4644299,4558598,4054953,2165545,1763424,1763404,1760782,1554386,1400931,1390256,464411,464410
b-HEP-1:5	2928917,464415,464414
b-HEX-1:5	154718677,154713211,154713017,154712393,154712137,154712136,154712070,154711944,154710755,154710754,154697536,154335069,154209807,154013647,153973005,153756682,153736648,153670345,153475992,153390381
b-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
b-lara-PEN-1:4	135564925,13644660,2165545,1942587,1264937,464411,464410
b-lgal-HEX-1:5	154718677,154713211,154713017,154712393,154712137,154712136,154712070,154711944,154710755,154710754,154697536,154335069,154209807,154013647,153973005,153756682,153736648,153670345,153475992,153390381
b-lgal-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
b-lido-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
b-lman-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
b-PEN-1:4	135564925,13644660,2165545,1942587,1264937,464411,464410
b-PEN-1:5	17375680,5066260,5044928,4644299,4558598,4054953,2165545,1763424,1763404,1760782,1554386,1400931,1390256,464411,464410
b-xgal-HEX-1:5	
b-xglc-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
b-xxyl-PEN-1:5	17375680,5066260,5044928,4644299,4558598,4054953,2165545,1763424,1763404,1760782,1554386,1400931,1390256,464411,464410
DNA with lesion	
DNA without lesion	
NIL	139152710,17793159,16760592,11957582,9837656,9794509,2733506,2733505,3863
NIL	139152710,17793159,16760592,11957582,9837656,9794509,2733506,2733505,3863
NIL	139152710,17793159,16760592,11957582,9837656,9794509,2733506,2733505,3863
GLYCO-CT-N-ACETYL	
NIL	139152710,17793159,16760592,11957582,9837656,9794509,2733506,2733505,3863
GLYCO-CT-N-SULFATE	
NIL	139152710,17793159,16760592,11957582,9837656,9794509,2733506,2733505,3863
NIL	139152710,17793159,16760592,11957582,9837656,9794509,2733506,2733505,3863
o-dgal-HEX-0:0|1:aldi	775655,200187
o-dglc-HEX-0:0|1:aldi|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
x-dall-HEX-1:5	119057413,102424
x-dara-HEX-2:5|2:keto	154731463,154724039,146158722,146157937,146157565,146157284,146156887,146037861,146037392,146037149,146036979,145944436,145944434,145925779,145865167,145714523,145714509,145714470,145714356,145705936
x-dara-PEN-1:4	
x-dgal-HEX-1:5	
x-dgal-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
x-dglc-HEX-1:5	
x-dglc-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
x-dglc-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
x-dgro-dgal-NON-2:6|1:a|2:keto|3:d	154827465,154827464,154827463,154827462,154827461,154827460,154827459,154827458,154827457,154827456,154827455,154827454,154827453,154827452,154827451,154827450,154827449,154827448,154827447,154827446
x-dman-HEX-1:5	
x-dman-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
x-dman-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
x-dman-HEX-x:x	
x-dman-OCT-2:6|1:a|2:keto|3:d	154827465,154827464,154827463,154827462,154827461,154827460,154827459,154827458,154827457,154827456,154827455,154827454,154827453,154827452,154827451,154827450,154827449,154827448,154827447,154827446
x-drib-PEN-1:4	
x-dxyl-PEN-1:5	
x-HEP-1:5	
x-HEP-x:x	
x-HEX-1:5	119057413,102424
x-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
x-lara-PEN-1:4	
x-lgal-HEX-1:5	119057413,102424
x-lgal-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
x-lido-HEX-1:5|6:a	154827457,154827455,154827450,154827445,154827442,154827440,154827439,154827438,154827435,154827432,154827431,154827430,154827429,154827428,154827425,154827424,154827422,154827420,154827419,154827417
x-lman-HEX-1:5|6:d	154827428,154827333,154827332,154827331,154827328,154827190,154827189,154827188,154827187,154827184,154827183,154827180,154827179,154827178,154827177,154827163,154827162,154827160,154827157,154827155
x-PEN-1:4	
x-PEN-1:5	
(+)-7-epi-jasmonate	7251182
(+)-7-epi-jasmonoyl-CoA	126961028
(+)-7-epi-jasmonate	7251182
(1,4-alpha-D-glucosyl)	145944339,145865039,137553752,131700540,102332276,101155817,91972250,90658883,90658077,90658065,86583361,86289283,86289223,86289221,86289207,73242184,71817230,71816585,71627233,71471202
D-glucopyranose	5793
alpha-D-glucopyranose 1-phosphate	
holo-EntB aryl-carrier protein	
2,3-dihydroxybenzoyl-EntB aryl-carrier protein	
oxidized electron-transfer flavoprotein	
reduced electron-transfer flavoprotein	
alpha-D-ribose 1-(acetamidomethylphosphonate) 5-triphosphate	
(deoxynucleotides)	16131965
2'-deoxyribonucleoside 5'-monophosphate	
adenine3itRNA	
N6-L-threonylcarbamoyladenine3itRNA	154731951,154731742,154731583,154731582,154731148,154729766,154729555,154727010,154726873,154726564,154726412,154726118,154725757,154725653,154725314,154725185,154725126,154705306,154705055,154701623
glycine cleavage system lipoyl-carrier protein-L-lysine	
glycine-cleavage complex H proteiN6-lipoyl-L-lysine	
lipoyl-carrier protein-L-lysine	
lipoyl-carrier protein-N6-lipoyl-L-lysine	
alpha-D-ribose-1-(methyl)phosphonate-5-triphosphate	
(polyphosphate)	136266884,135585372,135564901,54697250,44287897,23674313,16133246,159282,92612,61768,24451,983
NAD(P)+	154730098,146018945,146018943,138756718,138756674,135421870,134160253,131719436,131704240,129628721,129320502,129320363,129320317,126961192,118719207,101973297,101365365,100992640,91872645,90659144
NAD(P)H	154730098,146018945,146018943,138756718,138756674,135421870,134160253,131719436,131704240,129628721,129320502,129320363,129320317,126961192,118719207,101973297,101365365,100992640,91872645,90659144
ubiquinone	102024509,102024508,101649317,100919722,100919721,100919720,100919719,100919718,100919717,91864434,90657750,88544595,46850868,45281170,45266508,42641513,17572160,12832984,11183027,11104889
ubiquinol	90658102,53481381,45281170,25201759,25074411,22833558,15929307,11183027,9962735,5813154,5280344,448338,447920
(ribonucleotides)	135414245
nucleoside diphosphate	
e-	154826478,154826477,154825775,154825634,154825570,154825564,154825563,154825546,154825512,154825499,154825480,154825428,154825417,154825412,154825411,154825399,154825386,154825383,154825382,154825364
L-alpha-amino-epsilon-keto-pimelate	25202391
